Item Code,Date,Quantity,Cost,Category,Type,Material
JAC1013-16,2014-03-23,2,Rs.7695.00,Chair,Sitting Chair,Metal and Wood
JAC1013-18,2015-03-04,1,Rs.21375.00,Cupboard,Cabinet,Wood
JAC1013-20,2016-09-02,1,Rs.4275.00,Home Decor,,Wood
JAC1013-21,2014-07-27,1,Rs.16055.00,Cupboard,Cabinet,Wood
JAC1013-21,2014-12-16,1,Rs.21300.00,Cupboard,Cabinet,Wood
JAC1013-22,2015-12-12,1,Rs.7000.00,Home Decor,,Wood
JAO-04,2017-05-11,1,Rs.12350.00,Home Decor,,Wood
JAO-06,2015-02-15,1,Rs.1064.00,Home Decor,,Wood
JAO-06,2017-08-03,1,Rs.1057.32,Home Decor,,Wood
JAO-06,2015-04-22,1,Rs.1067.00,Home Decor,,Wood
JAO-16,2013-08-17,1,Rs.21850.00,Cupboard,Cabinet,Wood
JAO-16,2013-04-10,1,Rs.19000.00,Cupboard,Cabinet,Wood
JAO-17,2015-04-01,1,Rs.5100.00,Home Decor,,Wood
JAO-31,2016-08-20,1,Rs.2666.69,Home Decor,Box,Wood
JAO-31,2017-12-02,1,Rs.2850.00,Home Decor,Box,Wood
JAO-31,2017-02-12,1,Rs.3500.00,Home Decor,Box,Wood
JAO-31,2016-06-16,1,Rs.3325.00,Home Decor,Box,Wood
JAO-34,2014-09-30,1,Rs.15200.00,Door,,Wood
JAO-34,2014-07-14,1,Rs.14250.00,Door,,Wood
JAO-34,2013-08-02,1,Rs.15000.00,Door,,Wood
JAO-34,2014-02-23,1,Rs.13333.33,Door,,Wood
JAO-35,2017-10-08,1,Rs.32300.00,Cupboard,Showcase,Glass and Wood
JAO-35,2013-06-18,1,Rs.3000.00,Cupboard,Showcase,Glass and Wood
JAO-35,2014-08-18,1,Rs.3000.00,Cupboard,Showcase,Glass and Wood
JAO-35,2017-06-16,1,Rs.30400.00,Cupboard,Showcase,Glass and Wood
JD-J63,2015-07-08,1,Rs.2760.00,,,
JK/HK-02,2017-11-25,1,Rs.350.00,Home Decor,,Wood
JK/HK-04,2017-04-12,4,Rs.600.00,Home Decor,,Wood
JK/HK-05,2017-12-26,1,Rs.400.00,Home Decor,,Wood
JK/HK-05,2017-12-26,1,Rs.400.00,Home Decor,,Wood
JK/HK-05,2017-11-30,1,Rs.400.00,Home Decor,,Wood
JK/HK-05,2017-11-25,1,Rs.425.00,Home Decor,,Wood
JK/HK-06,2015-10-01,1,Rs.150.00,Home Decor,,Wood
JK/HK-06,2015-02-16,2,Rs.266.00,Home Decor,,Wood
JK/HK-06,2015-08-10,2,Rs.300.00,Home Decor,,Wood
JK/HK-06,2017-03-04,1,Rs.132.17,Home Decor,,Wood
JK/HK-06,2017-01-04,2,Rs.264.34,Home Decor,,Wood
JK/HK-06,2015-11-13,2,Rs.300.00,Home Decor,,Wood
JK/HK-06,2015-03-10,2,Rs.300.00,Home Decor,,Wood
JK/HK-06,2015-12-02,3,Rs.400.02,Home Decor,,Wood
JK/HK-06,2016-03-25,1,Rs.133.00,Home Decor,,Wood
JK/HK-06,2017-08-04,2,Rs.264.34,Home Decor,,Wood
JK/HK-06,2015-07-03,1,Rs.133.00,Home Decor,,Wood
JK/HK-06,2015-01-08,2,Rs.266.00,Home Decor,,Wood
JK/HK-06,2017-09-04,1,Rs.132.17,Home Decor,,Wood
JK/HK-06,2016-07-05,1,Rs.133.33,Home Decor,,Wood
JK/HK-06,2015-08-19,1,Rs.150.00,Home Decor,,Wood
JK/HK-06,2015-07-01,3,Rs.399.00,Home Decor,,Wood
JK/HK-06,2015-07-05,2,Rs.270.00,Home Decor,,Wood
JK/HK-06,2015-09-01,3,Rs.401.46,Home Decor,,Wood
JK/HK-06,2015-11-11,1,Rs.133.00,Home Decor,,Wood
JK/HK-06,2014-10-10,3,Rs.450.00,Home Decor,,Wood
JK/HK-06,2015-11-13,1,Rs.150.00,Home Decor,,Wood
JK/HK-06,2015-12-21,3,Rs.400.02,Home Decor,,Wood
JK/HK-06,2015-11-04,1,Rs.133.33,Home Decor,,Wood
JK/HK-06,2015-06-01,3,Rs.399.00,Home Decor,,Wood
JK/HK-06,2015-07-13,1,Rs.133.33,Home Decor,,Wood
JK/HK-06,2015-12-28,1,Rs.150.00,Home Decor,,Wood
JK/HK-06,2017-05-21,2,Rs.264.34,Home Decor,,Wood
JK/HK-06,2015-09-01,6,Rs.900.00,Home Decor,,Wood
JK/HK-06,2015-01-31,4,Rs.533.36,Home Decor,,Wood
JK/HK-06,2015-12-08,2,Rs.300.00,Home Decor,,Wood
JK/HK-06,2015-08-01,4,Rs.570.00,Home Decor,,Wood
JK/HK-06,2017-07-05,2,Rs.264.34,Home Decor,,Wood
JK/HK-06,2015-09-06,4,Rs.600.00,Home Decor,,Wood
JK/HK-06,2015-01-16,1,Rs.133.00,Home Decor,,Wood
JK/HK-06,2015-06-16,2,Rs.266.66,Home Decor,,Wood
JK/HK-06,2015-06-01,6,Rs.900.00,Home Decor,,Wood
JK/HK-06,2015-05-06,2,Rs.239.40,Home Decor,,Wood
JK/HK-07,2015-06-28,1,Rs.90.00,Home Decor,Hook,Metal
JK/HK-07,2016-10-21,2,Rs.264.32,Home Decor,Hook,Metal
JK/HK-07,2015-05-24,2,Rs.180.00,Home Decor,Hook,Metal
JK/HK-07,2016-11-01,2,Rs.178.00,Home Decor,Hook,Metal
JK/HK-07,2017-01-04,4,Rs.352.44,Home Decor,Hook,Metal
JK/HK-07,2016-07-05,2,Rs.177.78,Home Decor,Hook,Metal
JK/HK-07,2016-01-25,10,Rs.950.00,Home Decor,Hook,Metal
JK/HK-07,2015-02-05,2,Rs.180.00,Home Decor,Hook,Metal
JK/HK-07,2016-07-09,2,Rs.177.78,Home Decor,Hook,Metal
JK/HK-07,2015-01-11,1,Rs.100.00,Home Decor,Hook,Metal
JK/HK-07,2016-10-06,1,Rs.88.90,Home Decor,Hook,Metal
JK/HK-07,2016-08-05,3,Rs.266.67,Home Decor,Hook,Metal
JK/HK-07,2015-03-10,3,Rs.267.00,Home Decor,Hook,Metal
JK/HK-07,2016-08-02,1,Rs.100.00,Home Decor,Hook,Metal
JK/HK-07,2015-07-08,7,Rs.623.00,Home Decor,Hook,Metal
JK/HK-07,2015-09-10,2,Rs.266.66,Home Decor,Hook,Metal
JK/HK-07,2015-03-09,4,Rs.356.00,Home Decor,Hook,Metal
JK/HK-07,2016-08-05,3,Rs.266.67,Home Decor,Hook,Metal
JK/HK-07,2016-09-13,1,Rs.88.88,Home Decor,Hook,Metal
JK/HK-07,2016-12-18,1,Rs.88.11,Home Decor,Hook,Metal
JK/HK-07,2016-05-21,10,Rs.1333.50,Home Decor,Hook,Metal
JK/HK-07,2016-02-17,2,Rs.178.00,Home Decor,Hook,Metal
JK/HK-07,2016-03-25,1,Rs.100.00,Home Decor,Hook,Metal
JK/HK-07,2015-07-19,2,Rs.178.00,Home Decor,Hook,Metal
JK/HK-07,2016-05-29,5,Rs.444.45,Home Decor,Hook,Metal
JK/HK-07,2016-03-24,2,Rs.200.00,Home Decor,Hook,Metal
JK/HK-07,2015-06-07,1,Rs.89.00,Home Decor,Hook,Metal
JK/HK-07,2016-05-13,2,Rs.177.76,Home Decor,Hook,Metal
JK/HK-07,2016-03-25,2,Rs.200.00,Home Decor,Hook,Metal
JK/HK-07,2016-05-13,3,Rs.266.64,Home Decor,Hook,Metal
JK/HK-07,2015-09-07,1,Rs.89.00,Home Decor,Hook,Metal
JK/HK-07,2015-11-18,4,Rs.356.00,Home Decor,Hook,Metal
JK/HK-07,2016-05-30,6,Rs.533.34,Home Decor,Hook,Metal
JK/HK-07,2015-09-22,2,Rs.178.00,Home Decor,Hook,Metal
JK/HK-07,2015-08-01,4,Rs.356.00,Home Decor,Hook,Metal
JK/HK-07,2015-11-18,7,Rs.622.23,Home Decor,Hook,Metal
JK/HK-07,2016-05-20,6,Rs.533.34,Home Decor,Hook,Metal
JK/HK-07,2015-02-05,1,Rs.90.00,Home Decor,Hook,Metal
JK/HK-07,2015-11-11,2,Rs.177.12,Home Decor,Hook,Metal
JK/HK-07,2015-10-31,2,Rs.200.00,Home Decor,Hook,Metal
JK/HK-07,2017-05-04,2,Rs.176.22,Home Decor,Hook,Metal
JK/HK-07,2016-05-21,1,Rs.88.89,Home Decor,Hook,Metal
JKBKT-01,2012-12-15,2,Rs.300.00,Home Decor,Objects,Wood
JKBKT-01,2014-02-09,1,Rs.2000.00,Home Decor,Objects,Wood
JKLMP-01,2016-08-19,1,Rs.1330.00,Home Decor,,Wood
JKLMP-01,2016-08-27,1,Rs.622.00,Home Decor,,Wood
JKLMP-01,2016-05-15,1,Rs.1244.46,Home Decor,,Wood
JKLMP-01,2016-04-29,1,Rs.1244.46,Home Decor,,Wood
JKMCN-01,2016-12-17,1,Rs.1585.98,Home Decor,,Wood
JKMCN-01,2016-08-12,1,Rs.1585.98,Home Decor,,Wood
JKMCN-01,2016-11-06,1,Rs.1710.00,Home Decor,,Wood
JKMCN-01,2016-03-24,1,Rs.2400.00,Home Decor,,Wood
JKMCN-02,2015-07-12,1,Rs.1778.00,Home Decor,,Wood
JKMCN-02,2015-01-17,2,Rs.1777.78,Home Decor,,Wood
JKPT-02,2015-01-19,1,Rs.1778.00,Home Decor,,Wood
JKPT-03,2015-03-30,1,Rs.1200.00,Home Decor,,Wood
JMCBRD-01,2012-09-03,1,Rs.26600.00,Cupboard,Regular,Wood
JMCBRD-01,2015-11-07,1,Rs.42000.00,Cupboard,Regular,Wood
JMCBRD-02,2012-05-16,1,Rs.26000.00,Cupboard,Regular,Wood
JMCBRD-02,2011-06-27,1,Rs.132.00,Cupboard,Regular,Wood
JMCHR-01,2013-09-03,1,Rs.7125.00,Chair,Sitting Chair,Wood
JMCHR-01,2012-11-19,3,Rs.9975.00,Chair,Sitting Chair,Wood
JMDMR-01,2011-04-27,1,Rs.711.00,Mirror,,Glass and Wood
JMDMR-01,2013-01-18,1,Rs.30400.00,Mirror,,Glass and Wood
JMNTBL-01,2012-07-13,1,Rs.15000.00,Table,Nesting,Wood
JMNTBL-01,2012-07-01,1,Rs.10925.00,Table,Nesting,Wood
JMRK,2011-01-29,1,Rs.444.00,Shelf,Open Shelf,Wood
JMRK,2013-05-01,1,Rs.30000.00,Shelf,Open Shelf,Wood
JMRK,2010-09-22,1,Rs.500.00,Shelf,Open Shelf,Wood
JMSFA-01,2012-04-28,1,Rs.11500.00,Sofa,Cane,Wood
KH-03/L,2017-12-27,1,Rs.1330.00,Home Decor,,Wood
KH-10/M,2017-09-28,1,Rs.1285.00,Home Decor,,Wood
KH-12,2015-07-05,1,Rs.540.00,Home Decor,,Wood
KMSK-01,2016-08-25,1,Rs.6000.00,Home Decor,,Wood
KMSK-03,2017-09-04,1,Rs.300.00,Home Decor,,Wood
KP012,2016-01-10,1,Rs.1481.50,Home Decor,,Wood
KP012,2016-07-30,1,Rs.1573.35,Home Decor,,Wood
KP012,2017-06-17,1,Rs.1770.00,Home Decor,,Wood
KP015,2016-04-09,1,Rs.2106.28,Home Decor,,Wood
KP015,2016-01-10,1,Rs.1852.38,Home Decor,,Wood
KP06,2016-09-07,1,Rs.786.67,Home Decor,,Wood
KP08,2016-10-08,1,Rs.1048.90,Home Decor,,Wood
KSPMBAL-01,2015-06-25,2,Rs.300.00,Home Decor,,Wood
KSPMBAL-01,2014-12-23,1,Rs.133.00,Home Decor,,Wood
KSPMBEL-01,2015-07-03,1,Rs.150.00,Home Decor,,Wood
KSPMBEL-01,2014-12-23,3,Rs.399.00,Home Decor,,Wood
KSPMBX-01,2015-12-02,1,Rs.444.00,Home Decor,,Wood
KSPMBX-01,2015-07-04,2,Rs.888.90,Home Decor,,Wood
KSPMBX-02,2014-12-23,1,Rs.267.00,Home Decor,,Wood
KSPMBX-03,2015-03-17,6,Rs.1200.00,Home Decor,,Wood
KSPMBX-04,2015-01-19,1,Rs.295.45,Home Decor,,Wood
KSPMBX-04,2015-01-14,1,Rs.311.00,Home Decor,,Wood
KSPMBX-04,2015-10-31,1,Rs.350.00,Home Decor,,Wood
KSPMBX-04,2015-12-02,1,Rs.312.22,Home Decor,,Wood
KSPMBX-06,2015-07-08,4,Rs.712.00,Home Decor,,Wood
KSPMBX-06,2015-04-04,1,Rs.171.00,Home Decor,,Wood
KSPMBX-07,2015-01-19,1,Rs.338.20,Home Decor,,Wood
KSPMBX-08,2015-12-24,1,Rs.200.00,Home Decor,,Wood
KSPMBX-09,2015-01-16,1,Rs.133.00,Home Decor,,Wood
KSPMBX-10,2015-01-14,2,Rs.266.00,Home Decor,,Wood
KSPMCSTD-02,2016-11-22,2,Rs.264.32,Home Decor,,Wood
KSPMCSTD-02,2015-08-08,3,Rs.450.00,Home Decor,,Wood
KSPMFST-03,2017-04-02,1,Rs.400.00,Home Decor,,Wood
KSPMHNG-02,2015-01-23,1,Rs.133.00,Home Decor,,Wood
KSPMHNG-03,2017-08-01,1,Rs.450.00,Home Decor,,Wood
KSPMHNG-03,2015-11-19,3,Rs.1200.00,Home Decor,,Wood
KSPMHNG-03,2017-09-14,1,Rs.450.00,Home Decor,,Wood
KSPMHNG-03,2015-11-28,1,Rs.450.00,Home Decor,,Wood
KSPMHNG-03,2015-11-26,1,Rs.356.00,Home Decor,,Wood
KSPMHNG-04,2015-11-12,2,Rs.266.00,Home Decor,,Wood
KSPMHNG-04,2015-11-26,4,Rs.532.88,Home Decor,,Wood
KSPMHNG-04,2015-12-26,1,Rs.133.33,Home Decor,,Wood
KSPMHNG-04,2015-12-30,3,Rs.400.02,Home Decor,,Wood
KSPMHNG-04,2015-11-30,2,Rs.300.00,Home Decor,,Wood
KSPMHNG-04,2015-11-28,1,Rs.133.00,Home Decor,,Wood
KSPMHNG-04,2015-11-26,4,Rs.600.00,Home Decor,,Wood
KSPMHNG-04,2015-11-19,4,Rs.600.00,Home Decor,,Wood
KSPMHNG-04,2015-12-24,2,Rs.300.00,Home Decor,,Wood
KSPMLR-01,2015-06-15,1,Rs.889.00,Home Decor,,Wood
KSPMTRY-02,2016-10-08,1,Rs.2311.14,Home Decor,,Wood
KSPMTST-03,2017-01-28,1,Rs.300.00,Home Decor,,Wood
KSPMWP-02,2016-10-08,1,Rs.1111.12,Home Decor,,Wood
KSPMWP-04,2016-10-08,1,Rs.933.32,Home Decor,,Wood
KSPMWP-04,2017-08-25,1,Rs.1680.00,Home Decor,,Wood
L,2014-03-17,1,Rs.5333.00,Table,Study Table,Wood
L,2010-04-08,1,Rs.7650.00,Table,Study Table,Wood
L,2011-01-22,1,Rs.11250.00,Table,Study Table,Wood
LAL0914-01,2015-11-28,1,Rs.1111.11,Home Decor,Box,Wood
LAL0914-02,2015-05-20,1,Rs.279.90,Home Decor,,Wood
LAL0914-05,2015-05-06,1,Rs.479.70,Home Decor,,Wood
LAL0914-07,2015-02-25,3,Rs.1350.00,Home Decor,,Wood
LAL0914-07,2015-03-18,1,Rs.400.00,Home Decor,,Wood
LAL0914-11,2015-07-06,1,Rs.312.00,Home Decor,,Wood
LAL0914-11,2015-06-01,1,Rs.350.00,Home Decor,,Wood
LAL0914-11,2015-10-01,1,Rs.350.00,Home Decor,,Wood
LAL0914-11,2015-01-02,1,Rs.311.11,Home Decor,,Wood
LAL0914-12,2017-02-06,1,Rs.3325.00,Home Decor,,Wood
LAL0914-12,2017-07-06,1,Rs.3325.00,Home Decor,,Wood
LAL0914-13,2017-09-04,1,Rs.3524.40,Home Decor,,Wood
LAL0914-14,2015-01-02,1,Rs.267.00,Home Decor,,Wood
LAL0914-14,2015-04-14,2,Rs.533.34,Home Decor,,Wood
LAL0914-14,2015-01-02,1,Rs.266.51,Home Decor,,Wood
LAL0914-15,2015-11-04,1,Rs.600.00,Home Decor,,Wood
LAL0914-15,2015-10-01,1,Rs.534.00,Home Decor,,Wood
LAL0914-15,2016-03-31,1,Rs.600.00,Home Decor,,Wood
LAL0914-15,2015-01-19,1,Rs.533.00,Home Decor,,Wood
LAL0914-15,2015-01-17,1,Rs.533.33,Home Decor,,Wood
LAL0914-19,2017-06-16,1,Rs.1980.00,Home Decor,,Wood
LAL0914-19,2017-12-04,2,Rs.7600.00,Home Decor,,Wood
LAL0914-19,2017-04-16,1,Rs.3348.18,Home Decor,,Wood
LAL0914-19,2017-06-15,1,Rs.1980.00,Home Decor,,Wood
LAL0914-21,2015-07-03,1,Rs.2000.00,Home Decor,,Wood
LAL0914-21,2017-11-01,1,Rs.2137.50,Home Decor,,Wood
LAP-31,2016-06-16,1,Rs.222.22,Stand,Candle Stand,Wood
LAP-45,2017-04-22,4,Rs.4180.00,Frame,,Wood
LAP-7,2015-12-06,1,Rs.800.00,Home Decor,Animal,Wood
LAP-7,2017-12-01,1,Rs.900.00,Home Decor,Animal,Wood
LAP-BK-SHF,2017-01-24,1,Rs.20425.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-1,2012-05-30,1,Rs.2185.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-1,2011-11-14,1,Rs.2090.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-1,2012-10-29,1,Rs.857.21,Shelf,Open Shelf,Wood
LAP-BK-SHF-1,2012-12-13,1,Rs.857.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-2,2014-04-07,1,Rs.9900.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-2,2014-04-17,1,Rs.9900.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-2,2012-01-23,1,Rs.9900.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-2,2014-09-14,1,Rs.6000.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-2,2011-12-17,1,Rs.9900.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-2,2011-10-12,2,Rs.18810.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-2,2012-12-05,1,Rs.9405.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-3,2012-12-04,1,Rs.5600.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-4,2014-05-29,1,Rs.22800.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-4,2017-05-13,1,Rs.16000.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-4,2011-10-23,1,Rs.20000.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-4,2016-08-05,1,Rs.15200.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-4,2016-09-02,1,Rs.16000.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2012-05-31,1,Rs.6500.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2016-08-17,1,Rs.5777.82,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2016-08-17,1,Rs.6500.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2015-05-30,1,Rs.5850.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2016-09-04,1,Rs.5200.20,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2017-04-03,1,Rs.6500.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2011-05-21,1,Rs.5500.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2017-08-29,1,Rs.7600.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2012-03-19,1,Rs.6000.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2015-07-11,1,Rs.5489.10,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2017-08-28,1,Rs.7600.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2012-01-28,1,Rs.5225.00,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2016-09-05,1,Rs.5777.83,Shelf,Open Shelf,Wood
LAP-BK-SHF-5,2012-08-04,1,Rs.5333.33,Shelf,Open Shelf,Wood
LAP-BNCH,2013-01-15,1,Rs.12500.00,Chair,Bench,Wood
LAP-BNCH-1,2012-05-08,1,Rs.13500.00,Chair,Bench,Wood
LAP-BNCH-1,2013-10-19,1,Rs.12000.00,Chair,Bench,Wood
LAP-SBRD,2016-10-12,1,Rs.19000.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2013-07-08,1,Rs.3800.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2014-12-19,2,Rs.8550.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2012-03-19,1,Rs.4500.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2015-03-16,1,Rs.4000.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2015-07-22,1,Rs.4500.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2012-03-25,1,Rs.4275.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2013-12-27,1,Rs.4275.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2011-01-12,1,Rs.4500.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2016-01-01,1,Rs.4275.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2012-10-12,2,Rs.8550.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2011-06-11,1,Rs.4500.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2015-12-31,1,Rs.4500.00,Cupboard,Cabinet,Wood
LAP-SBRD-2,2011-04-12,2,Rs.9000.00,Cupboard,Cabinet,Wood
LAP-SBRD-3,2011-11-22,1,Rs.4000.00,Cupboard,Cabinet,Wood
LAP-SBRD-3,2014-07-05,2,Rs.7600.00,Cupboard,Cabinet,Wood
LAP-SBRD-3,2010-10-10,1,Rs.2667.00,Cupboard,Cabinet,Wood
LAP-SBRD-3,2011-08-20,1,Rs.3000.00,Cupboard,Cabinet,Wood
LAP-SBRD-3,2017-10-05,2,Rs.19000.00,Cupboard,Cabinet,Wood
LAP-SBRD-3,2016-06-28,1,Rs.3800.00,Cupboard,Cabinet,Wood
LAP-SBRD-4,2013-09-08,1,Rs.16000.00,Cupboard,Cabinet,Wood
LAP-SBRD-4,2017-10-18,1,Rs.25175.00,Cupboard,Cabinet,Wood
LAP-SBRD-5,2016-01-04,1,Rs.19000.00,Cupboard,Cabinet,Wood
LAP-SBRD-5,2014-02-24,1,Rs.23000.00,Cupboard,Cabinet,Wood
LAP-SBRD-5,2014-07-13,1,Rs.18000.00,Cupboard,Cabinet,Wood
LAP-SBRD-5,2013-10-09,1,Rs.19000.00,Cupboard,Cabinet,Wood
LAP-SHF-6,2012-12-24,1,Rs.2000.00,Shelf,Open Shelf,Wood
LAP-SHF-6,2012-05-12,1,Rs.1800.00,Shelf,Open Shelf,Wood
LAP-SHF-6,2012-06-27,1,Rs.1500.00,Shelf,Open Shelf,Wood
LAP-SHF-6,2017-08-25,1,Rs.3500.00,Shelf,Open Shelf,Wood
LAP-SHF-6,2012-03-31,1,Rs.1425.00,Shelf,Open Shelf,Wood
LAP-SHF-6,2017-06-14,1,Rs.2929.66,Shelf,Open Shelf,Wood
LAP-SHF-6,2013-11-01,1,Rs.2000.00,Shelf,Open Shelf,Wood
LAP-SHF-6,2016-03-19,1,Rs.1333.35,Shelf,Open Shelf,Wood
LAP-SRD-1,2014-09-03,1,Rs.45600.00,Cupboard,Cabinet,Wood
LAP-SRD-1,2017-03-10,1,Rs.30400.00,Cupboard,Cabinet,Wood
LAP0213-01,2013-03-04,1,Rs.1244.44,Stand,Magazine Stand,Wood
LAP0213-01,2014-02-09,1,Rs.1400.00,Stand,Magazine Stand,Wood
LAP0213-01,2015-01-17,1,Rs.1244.00,Stand,Magazine Stand,Wood
LAP0213-01,2013-10-02,2,Rs.2488.00,Stand,Magazine Stand,Wood
LAP0213-01,2013-02-13,1,Rs.1244.44,Stand,Magazine Stand,Wood
LAP0213-01,2014-10-07,1,Rs.1100.00,Stand,Magazine Stand,Wood
LAP0213-01,2013-03-28,1,Rs.1244.36,Stand,Magazine Stand,Wood
LAP0213-01,2013-09-02,1,Rs.1400.00,Stand,Magazine Stand,Wood
LAP0213-01,2013-09-08,1,Rs.1244.44,Stand,Magazine Stand,Wood
LAP0213-01,2013-05-19,1,Rs.1330.00,Stand,Magazine Stand,Wood
LAP0213-01,2013-11-24,1,Rs.1400.00,Stand,Magazine Stand,Wood
LAP0213-01,2013-02-27,1,Rs.1400.00,Stand,Magazine Stand,Wood
LAP0213-01,2013-02-17,1,Rs.1244.44,Stand,Magazine Stand,Wood
LAP0213-01S,2017-03-26,1,Rs.2819.52,Stand,Magazine Stand,Wood
LAP0213-01S,2013-02-26,1,Rs.533.00,Stand,Magazine Stand,Wood
LAP0213-01S,2017-05-13,1,Rs.2907.63,Stand,Magazine Stand,Wood
LAP0213-01S,2017-08-04,1,Rs.2819.52,Stand,Magazine Stand,Wood
LAP0213-01S,2017-06-20,1,Rs.1900.00,Stand,Magazine Stand,Wood
LAP0213-01S,2017-12-04,1,Rs.3200.00,Stand,Magazine Stand,Wood
LAP0213-01S,2013-02-17,1,Rs.533.33,Stand,Magazine Stand,Wood
LAP0213-01S,2015-01-29,1,Rs.1244.00,Stand,Magazine Stand,Wood
LAP0213-03,2015-02-22,1,Rs.667.00,Home Decor,Box,Wood
LAP0213-03,2017-01-20,1,Rs.800.00,Home Decor,Box,Wood
LAP0213-06S,2016-04-05,1,Rs.800.00,Home Decor,Planters,Wood
LAP0213-07,2017-05-12,1,Rs.2000.00,Home Decor,Box,Wood
LAP0213-08,2015-07-06,1,Rs.445.00,Home Decor,Animal,Wood
LAP0213-08,2015-09-26,1,Rs.444.00,Home Decor,Animal,Wood
LAP0213-08,2015-05-07,1,Rs.444.00,Home Decor,Animal,Wood
LAP0213-09,2015-09-17,1,Rs.267.00,Home Decor,Hook,Metal
LAP0213-10,2015-04-25,2,Rs.533.00,Home Decor,Hook,Metal
LAP0213-10,2015-04-09,1,Rs.533.01,Home Decor,Hook,Metal
LAP0213-12,2015-04-13,2,Rs.1330.00,Home Decor,Animal,Wood
LAP0213-12,2015-02-18,1,Rs.700.00,Home Decor,Animal,Wood
LAP0213-14,2015-02-02,1,Rs.222.00,Home Decor,Animal,Wood
LAP0213-16,2015-03-17,1,Rs.180.00,Stand,Candle Stand,Wood
LAP0213-17,2015-12-06,1,Rs.755.11,Home Decor,Animal,Wood
LAP0213-18,2015-12-12,1,Rs.475.00,Frame,,Wood
LAP0213-19,2016-08-06,1,Rs.355.56,Frame,,Wood
LAP0213-22,2013-11-04,2,Rs.5700.00,Home Decor,Stool,Wood
LAP0215-01,2015-03-29,4,Rs.1000.00,Home Decor,Animal,Wood
LAP0215-01,2015-04-04,1,Rs.222.52,Home Decor,Animal,Wood
LAP0215-01,2015-10-07,1,Rs.222.00,Home Decor,Animal,Wood
LAP0215-01,2015-04-04,2,Rs.444.44,Home Decor,Animal,Wood
LAP0215-01,2015-07-05,2,Rs.450.00,Home Decor,Animal,Wood
LAP0215-01,2015-08-04,2,Rs.444.00,Home Decor,Animal,Wood
LAP0215-02,2015-10-06,1,Rs.311.00,Home Decor,Animal,Wood
LAP0215-02,2015-04-04,1,Rs.311.00,Home Decor,Animal,Wood
LAP0215-02,2015-10-29,1,Rs.311.33,Home Decor,Animal,Wood
LAP0215-02,2015-04-18,2,Rs.622.00,Home Decor,Animal,Wood
LAP0215-02,2015-04-04,1,Rs.311.12,Home Decor,Animal,Wood
LAP0215-02,2015-07-18,1,Rs.311.00,Home Decor,Animal,Wood
LAP0215-02,2015-07-05,2,Rs.630.00,Home Decor,Animal,Wood
LAP0215-02,2015-03-31,1,Rs.311.00,Home Decor,Animal,Wood
LAP0215-02,2015-08-04,1,Rs.311.00,Home Decor,Animal,Wood
LAP0215-03,2015-10-06,1,Rs.578.00,Home Decor,Animal,Wood
LAP0215-03,2015-12-05,1,Rs.585.00,Home Decor,Animal,Wood
LAP0215-03,2016-02-21,1,Rs.650.00,Home Decor,Animal,Wood
LAP0215-03,2015-08-04,1,Rs.578.00,Home Decor,Animal,Wood
