Item Code,Date,Quantity,Cost,Category,Type,Material
SH/GJ-30,2017-10-17,1,Rs.800.00,Home Decor,Tray,Wood
SH/GJ-38,2017-11-17,1,Rs.24000.00,Sofa,Fabric,Wood
SHCNL-01,2017-07-16,1,Rs.25000.00,Table,Console,Stone and Wood
SHJ-031,2017-01-09,1,Rs.650.00,Home Decor,,Wood
SHMALT-01,2012-08-22,1,Rs.3800.00,Home Decor,Altar,Wood
SHMBTBL-01,2011-01-29,2,Rs.12825.00,Table,Bedside,Wood
SHMBTBL-02,2011-02-27,1,Rs.9000.00,Table,Bedside,Wood
SHMBTBL-02,2010-12-25,1,Rs.9000.00,Table,Bedside,Wood
SHMBTBL-02,2014-12-11,2,Rs.18050.00,Table,Bedside,Wood
SHMBTBL-02,2011-04-30,2,Rs.18810.00,Table,Bedside,Wood
SHMBTBL-02,2011-06-03,1,Rs.9405.00,Table,Bedside,Wood
SHMBTBL-02,2012-02-24,2,Rs.19800.00,Table,Bedside,Wood
SHMBTBL-02,2015-04-04,1,Rs.12350.00,Table,Bedside,Wood
SHMBTBL-02,2015-05-30,2,Rs.23400.00,Table,Bedside,Wood
SHMCBNT01,2011-06-03,1,Rs.11400.00,Cupboard,Cabinet,Wood
SHMCBRD-01,2011-05-29,1,Rs.23400.00,Cupboard,Regular,Wood
SHMCBRD-01,2010-11-12,1,Rs.14250.00,Cupboard,Regular,Wood
SHMCBRD-03,2015-11-07,1,Rs.39900.00,Table,Regular,Wood
SHMCBRD-03,2011-01-15,1,Rs.24300.00,Table,Regular,Wood
SHMCHR-01,2010-06-11,1,Rs.4750.00,Chair,Sitting Chair,Wood
SHMCHR-01,2012-08-28,2,Rs.8000.00,Chair,Sitting Chair,Wood
SHMCHR-01,2012-08-09,2,Rs.7600.00,Chair,Sitting Chair,Wood
SHMCHR-01,2010-11-21,2,Rs.9500.00,Chair,Sitting Chair,Wood
SHMCHR-01,2012-01-10,7,Rs.28000.00,Chair,Sitting Chair,Wood
SHMCHR-01,2010-10-30,1,Rs.4750.00,Chair,Sitting Chair,Wood
SHMCHR-01,2011-02-27,1,Rs.7000.00,Chair,Sitting Chair,Wood
SHMCHR-01,2014-09-12,1,Rs.4275.00,Chair,Sitting Chair,Wood
SHMCHR-01,2012-11-08,1,Rs.4000.00,Chair,Sitting Chair,Wood
SHMCHR-01,2010-11-21,4,Rs.19000.00,Chair,Sitting Chair,Wood
SHMCHR-02,2012-05-20,1,Rs.13775.00,Chair,Planter,Wood
SHMCHR-02,2011-07-05,1,Rs.13500.00,Chair,Planter,Wood
SHMCHST-01,2012-09-12,1,Rs.16200.00,Trunk,Chest,Wood
SHMCHT-01,2016-02-14,1,Rs.15000.00,Trunk,Chest,Wood
SHMCHT-01,2012-03-08,1,Rs.22800.00,Trunk,Chest,Wood
SHMCHT-01,2014-12-12,1,Rs.30000.00,Trunk,Chest,Wood
SHMCHT-01,2010-02-12,1,Rs.11400.00,Trunk,Chest,Wood
SHMCODR-01,2013-10-20,1,Rs.16500.00,Cupboard,Regular,Wood
SHMCODR-01,2010-02-12,1,Rs.17100.00,Cupboard,Regular,Wood
SHMCODR-01,2014-09-21,1,Rs.20700.00,Cupboard,Regular,Wood
SHMOLTR,2016-02-17,1,Rs.7600.00,Home Decor,,Wood
SHMOLTR,2017-09-01,1,Rs.22500.00,Home Decor,,Wood
SHMPT-01,2012-06-08,1,Rs.1400.00,Furniture,,Wood
SHMRK-01,2010-11-12,1,Rs.5700.00,Shelf,Open Shelf,Wood
SHMRK-01,2011-07-23,1,Rs.6000.00,Shelf,Open Shelf,Wood
SHMRK-01,2012-09-23,1,Rs.9500.00,Shelf,Open Shelf,Wood
SHMRK-02,2011-12-02,1,Rs.7500.00,Shelf,Book Shelf,Wood
SHMRK-02,2012-04-11,1,Rs.8550.00,Shelf,Book Shelf,Wood
SHMRK-02,2012-02-19,1,Rs.7000.00,Shelf,Book Shelf,Wood
SHMRK-02,2010-11-21,1,Rs.6222.00,Shelf,Book Shelf,Wood
SHMSCE-01,2014-05-29,1,Rs.19950.00,Cupboard,Showcase,Glass and Wood
SHMSCE-01,2014-07-14,1,Rs.19000.00,Cupboard,Showcase,Glass and Wood
SHMSCE-01,2012-03-25,1,Rs.14250.00,Cupboard,Showcase,Glass and Wood
SHMSCE-02,2015-07-25,1,Rs.25000.00,Cupboard,Showcase,Glass and Wood
SHMSCE-02,2011-02-22,1,Rs.550.00,Cupboard,Showcase,Glass and Wood
SHMSCE-02,2011-06-19,1,Rs.522.50,Cupboard,Showcase,Glass and Wood
SHMSRK-01,2017-09-13,1,Rs.19000.00,Stand,Shoe Rack,Wood
SHMSRK-01,2011-02-22,1,Rs.14000.00,Stand,Shoe Rack,Wood
SHMSRK-02,2015-09-05,1,Rs.7555.56,Stand,Shoe Rack,Wood
SHMSRK-02,2012-05-08,1,Rs.7125.00,Stand,Shoe Rack,Wood
SHMSRK-02,2017-07-16,1,Rs.5800.00,Stand,Shoe Rack,Wood
SHMTBL-01,2012-05-26,1,Rs.9000.00,Table,Coffee Table,Wood
SHSCBD-01,2016-03-04,1,Rs.36100.00,Cupboard,Showcase,Glass and Wood
SHSCBD-01,2010-10-10,1,Rs.20900.00,Cupboard,Showcase,Glass and Wood
SI1013-01,2014-01-21,1,Rs.14415.00,Table,Dressing Table,Wood
SI1013-04,2017-01-02,1,Rs.7200.00,Home Decor,Box,Wood
SI1013-04,2013-10-21,1,Rs.4400.00,Home Decor,Box,Wood
SI1013-04,2013-08-12,1,Rs.4950.00,Home Decor,Box,Wood
SI1013-06,2013-09-10,1,Rs.8360.00,Table,Coffee Table,Wood
SI1013-07,2013-09-10,1,Rs.5082.50,Shelf,Open Shelf,Metal
SI1013-09,2014-10-09,2,Rs.4750.00,Chair,Sitting Chair,Wood
SI1013-09,2014-03-28,1,Rs.2222.22,Chair,Sitting Chair,Wood
SI1013-09,2014-03-24,1,Rs.2500.00,Chair,Sitting Chair,Wood
SII013-03,2015-03-30,1,Rs.5600.00,Cupboard,Regular,Wood
SILKCOT04,2016-02-02,1,Rs.5600.00,Home Decor,,Wood
SILKCOTO-02,2015-09-13,1,Rs.4500.00,,,
SJ0413-77,2016-01-14,1,Rs.3556.00,Home Decor,,Wood
SJ0414-101,2015-07-01,1,Rs.7644.44,Home Decor,,Wood
SJ0414-136,2017-04-14,1,Rs.5300.00,Home Decor,,Wood
SJ0414-86,2014-12-26,1,Rs.1022.00,Home Decor,,Wood
SJST1002,2016-10-02,1,Rs.4000.00,Home Decor,,Wood
SK-174,2016-11-26,1,Rs.1910.38,Home Decor,,Wood
SK-179,2017-03-10,1,Rs.2025.00,Home Decor,,Wood
SK-179,2017-03-18,1,Rs.2358.50,Home Decor,,Wood
SKACBT-01,2016-09-24,1,Rs.28000.00,Home Decor,,Wood
SKACHST-01,2016-09-06,1,Rs.22800.00,Trunk,Chest,Wood
SKP-04,2017-04-12,1,Rs.1300.00,Home Decor,Box,Wood
SKP-05,2017-12-30,1,Rs.1150.00,Home Decor,Box,Wood
SKP-05,2017-12-18,1,Rs.1150.00,Home Decor,Box,Wood
SKP-08,2017-12-18,1,Rs.1500.00,Home Decor,Box,Wood
SKP-09,2017-11-18,1,Rs.2030.00,Home Decor,Box,Wood
SKP-12,2017-12-18,1,Rs.880.00,Home Decor,Objects,Wood
SKP-13,2017-09-30,1,Rs.1045.00,Home Decor,Objects,Wood
SL,2015-05-07,2,Rs.6756.00,Home Decor,,Wood
SL,2015-06-15,1,Rs.89.00,Home Decor,,Wood
SL-01,2017-12-17,1,Rs.20.00,Home Decor,,Wood
SL-BRCLTS,2017-09-24,1,Rs.200.00,Jewellery,Bracelet,Leather
SL-CAGE-1,2015-11-25,1,Rs.6300.00,Home Decor,Objects,Metal
SL-EM-BKT,2017-02-12,1,Rs.4250.00,Home Decor,Objects,Metal
SL-FL-BON-1,2016-05-06,1,Rs.10200.00,Home Decor,Objects,
SL-FL-BON-2,2016-02-21,1,Rs.3822.11,Home Decor,Objects,
SL-FL-BON-4,2016-01-01,1,Rs.889.00,Home Decor,Objects,
SL-FL-BON-4,2017-07-30,1,Rs.2118.75,Home Decor,Objects,
SL-FL-BON-4,2015-09-12,1,Rs.888.89,Home Decor,Objects,
SL-FL-BON-8,2016-01-25,1,Rs.1467.00,Home Decor,,Wood
SL-FLR-3,2015-06-12,1,Rs.5022.00,Home Decor,Objects,
SL-FRT,2015-11-26,1,Rs.1425.00,Home Decor,Hanging,Fabric
SL-FRT,2016-09-29,1,Rs.1266.68,Home Decor,Hanging,Fabric
SL-FRT-1,2015-04-11,1,Rs.1689.00,Home Decor,Objects,
SL-STRCTR,2017-09-23,1,Rs.405000.00,Furniture,,Wood
SL-TCS,2015-03-05,1,Rs.320.40,Home Decor,Box,Wood
SL-TCS,2014-06-10,1,Rs.356.16,Home Decor,Box,Wood
SL-TL-B1,2017-02-09,2,Rs.700.00,Home Decor,,Wood
SL/03/B01,2017-11-23,2,Rs.2000.00,Home Decor,,Wood
SL/FL/RSE,2017-04-13,1,Rs.7600.00,Home Decor,,Wood
SLABDH-01,2010-07-10,1,Rs.1800.00,Home Decor,Statue,Stone
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2015-10-30,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2015-01-11,2,Rs.500.00,Home Decor,,Wood
SLADYA-01,2015-10-31,2,Rs.500.00,Home Decor,,Wood
SLADYA-01,2015-10-31,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2017-08-10,2,Rs.400.00,Home Decor,,Wood
SLADYA-01,2017-06-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2015-10-31,2,Rs.500.00,Home Decor,,Wood
SLADYA-01,2017-10-16,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2017-06-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2017-10-15,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2017-08-10,2,Rs.400.00,Home Decor,,Wood
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2015-10-31,2,Rs.500.00,Home Decor,,Wood
SLADYA-01,2015-10-31,2,Rs.500.00,Home Decor,,Wood
SLADYA-01,2016-10-21,2,Rs.440.54,Home Decor,,Wood
SLADYA-01,2015-10-31,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2015-01-11,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2015-10-31,5,Rs.1250.00,Home Decor,,Wood
SLADYA-01,2015-10-30,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2016-10-22,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2015-10-30,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2016-10-22,2,Rs.440.54,Home Decor,,Wood
SLADYA-01,2016-10-25,3,Rs.660.81,Home Decor,,Wood
SLADYA-01,2016-10-21,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2016-10-21,2,Rs.440.54,Home Decor,,Wood
SLADYA-01,2016-10-21,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2016-10-22,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2017-06-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2016-10-23,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2015-06-11,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2017-10-10,3,Rs.600.00,Home Decor,,Wood
SLADYA-01,2016-10-22,2,Rs.440.54,Home Decor,,Wood
SLADYA-01,2016-10-23,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2016-10-23,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2016-10-23,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2016-10-22,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2016-10-23,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2016-10-22,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2016-10-23,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2017-06-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2016-10-24,4,Rs.881.08,Home Decor,,Wood
SLADYA-01,2016-10-21,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2015-10-30,2,Rs.500.00,Home Decor,,Wood
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2015-10-31,2,Rs.500.00,Home Decor,,Wood
SLADYA-01,2015-01-11,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2017-08-10,3,Rs.600.00,Home Decor,,Wood
SLADYA-01,2015-01-11,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2016-10-22,1,Rs.220.27,Home Decor,,Wood
SLADYA-01,2015-01-11,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2016-10-24,1,Rs.220.28,Home Decor,,Wood
SLADYA-01,2015-10-30,1,Rs.250.00,Home Decor,,Wood
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2015-10-31,2,Rs.500.00,Home Decor,,Wood
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2015-01-11,1,Rs.222.00,Home Decor,,Wood
SLADYA-01,2015-10-30,6,Rs.1500.00,Home Decor,,Wood
SLADYA-01,2017-08-10,1,Rs.200.00,Home Decor,,Wood
SLADYA-01,2016-10-24,1,Rs.220.27,Home Decor,,Wood
SLADYA-02,2017-10-18,2,Rs.600.00,Home Decor,,Wood
SLADYA-02,2017-08-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2016-10-21,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2016-10-22,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2017-10-16,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2017-10-15,3,Rs.900.00,Home Decor,,Wood
SLADYA-02,2016-10-22,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2017-10-15,2,Rs.600.00,Home Decor,,Wood
SLADYA-02,2016-10-22,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2016-10-22,4,Rs.1110.17,Home Decor,,Wood
SLADYA-02,2017-10-15,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2017-10-16,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2016-10-22,2,Rs.616.76,Home Decor,,Wood
SLADYA-02,2016-10-22,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2016-10-22,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2017-10-14,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2015-01-11,1,Rs.266.00,Home Decor,,Wood
SLADYA-02,2016-10-23,3,Rs.925.14,Home Decor,,Wood
SLADYA-02,2015-01-11,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2015-01-11,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2017-08-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2017-08-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2015-06-11,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2017-06-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2015-08-11,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2017-05-10,2,Rs.600.00,Home Decor,,Wood
SLADYA-02,2016-10-23,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2017-10-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2016-10-23,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2015-06-11,3,Rs.800.01,Home Decor,,Wood
SLADYA-02,2015-05-11,2,Rs.533.34,Home Decor,,Wood
SLADYA-02,2015-07-11,3,Rs.900.00,Home Decor,,Wood
SLADYA-02,2017-06-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2016-10-24,2,Rs.616.76,Home Decor,,Wood
SLADYA-02,2017-06-10,4,Rs.1200.00,Home Decor,,Wood
SLADYA-02,2016-10-24,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2016-10-24,3,Rs.925.14,Home Decor,,Wood
SLADYA-02,2016-10-24,1,Rs.308.38,Home Decor,,Wood
SLADYA-02,2017-07-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2015-10-31,2,Rs.600.00,Home Decor,,Wood
SLADYA-02,2017-05-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2015-10-28,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2015-10-31,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2015-10-31,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2017-08-10,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2017-06-10,4,Rs.1200.00,Home Decor,,Wood
SLADYA-02,2015-05-11,2,Rs.600.00,Home Decor,,Wood
SLADYA-02,2016-10-25,3,Rs.925.14,Home Decor,,Wood
SLADYA-02,2015-01-11,1,Rs.300.00,Home Decor,,Wood
SLADYA-02,2016-10-22,2,Rs.616.76,Home Decor,,Wood
SLADYA-02,2017-09-10,2,Rs.600.00,Home Decor,,Wood
SLADYA-02,2015-10-31,1,Rs.300.00,Home Decor,,Wood
SLADYA-03,2017-10-16,1,Rs.400.00,Home Decor,,Wood
SLADYA-03,2016-10-23,2,Rs.792.98,Home Decor,,Wood
SLADYA-03,2016-10-23,1,Rs.396.49,Home Decor,,Wood
SLADYA-03,2015-06-11,1,Rs.400.00,Home Decor,,Wood
SLADYA-03,2017-10-10,2,Rs.800.00,Home Decor,,Wood
SLADYA-03,2016-10-21,1,Rs.450.00,Home Decor,,Wood
SLADYA-03,2015-10-30,1,Rs.400.00,Home Decor,,Wood
SLADYA-03,2016-10-21,2,Rs.900.00,Home Decor,,Wood
SLADYA-03,2015-10-30,1,Rs.400.00,Home Decor,,Wood
SLADYA-03,2016-10-21,1,Rs.396.49,Home Decor,,Wood
SLADYA-03,2016-10-21,2,Rs.792.98,Home Decor,,Wood
SLADYA-03,2015-10-30,1,Rs.400.00,Home Decor,,Wood
SLADYA-03,2015-01-11,1,Rs.355.56,Home Decor,,Wood
SLADYA-03,2016-10-22,1,Rs.396.49,Home Decor,,Wood
SLADYA-03,2017-11-10,2,Rs.800.00,Home Decor,,Wood
SLADYA-03,2015-10-30,3,Rs.1200.00,Home Decor,,Wood
SLADYA-03,2015-10-31,1,Rs.356.00,Home Decor,,Wood
SLADYA-03,2015-10-31,1,Rs.400.00,Home Decor,,Wood
SLADYA-03,2016-10-24,2,Rs.792.98,Home Decor,,Wood
SLADYA-03,2017-08-10,1,Rs.400.00,Home Decor,,Wood
SLADYA-03,2015-05-11,2,Rs.711.12,Home Decor,,Wood
SLADYA-03,2017-09-10,1,Rs.400.00,Home Decor,,Wood
SLAFP0115-02,2016-05-24,2,Rs.12000.00,Home Decor,,Wood
SLAFP0115-02,2016-03-16,1,Rs.30000.00,Home Decor,,Wood
SLAGBT-01,2016-04-23,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2016-06-25,8,Rs.240.00,Home Decor,,Wood
SLAGBT-01,2017-04-06,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2015-02-10,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2016-12-09,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-11-10,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2015-10-30,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2015-03-24,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2015-07-13,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2017-10-22,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-01-26,6,Rs.180.00,Home Decor,,Wood
SLAGBT-01,2016-09-18,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2016-12-22,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2015-05-09,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2017-01-27,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2017-06-08,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2017-01-08,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2016-10-27,6,Rs.180.00,Home Decor,,Wood
SLAGBT-01,2017-05-13,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2017-04-09,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-10-29,4,Rs.114.00,Home Decor,,Wood
SLAGBT-01,2015-09-01,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2017-12-19,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2017-06-28,9,Rs.270.00,Home Decor,,Wood
SLAGBT-01,2016-08-05,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2015-05-10,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2017-12-21,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-08-09,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2016-02-11,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2017-11-06,5,Rs.100.00,Home Decor,,Wood
SLAGBT-01,2016-04-26,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2016-05-17,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-06-11,6,Rs.180.00,Home Decor,,Wood
SLAGBT-01,2016-06-30,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2017-04-09,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2015-01-11,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2017-04-28,11,Rs.330.00,Home Decor,,Wood
SLAGBT-01,2016-07-02,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2015-07-18,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2015-10-25,20,Rs.600.00,Home Decor,,Wood
SLAGBT-01,2017-05-05,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-03-18,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2016-01-14,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-03-18,16,Rs.480.00,Home Decor,,Wood
SLAGBT-01,2016-11-01,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2016-03-19,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2015-01-14,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2015-10-18,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2017-05-01,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2017-05-26,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-03-16,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2017-05-26,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2015-09-02,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2016-12-20,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2017-05-29,11,Rs.330.00,Home Decor,,Wood
SLAGBT-01,2017-03-08,15,Rs.450.00,Home Decor,,Wood
SLAGBT-01,2016-03-14,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-03-15,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2017-06-13,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2016-03-22,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-03-22,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2015-03-01,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2017-08-26,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2017-05-07,3,Rs.94.50,Home Decor,,Wood
SLAGBT-01,2015-08-17,6,Rs.180.00,Home Decor,,Wood
SLAGBT-01,2017-05-14,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2015-10-22,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2015-03-27,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2017-04-09,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2016-02-02,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2017-05-27,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2017-02-09,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-07-24,6,Rs.171.00,Home Decor,,Wood
SLAGBT-01,2017-07-08,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2015-01-11,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-01-25,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2017-08-23,8,Rs.240.00,Home Decor,,Wood
SLAGBT-01,2017-02-18,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2017-05-30,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2015-09-11,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2016-06-26,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2017-02-28,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2016-05-28,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2017-08-18,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-05-07,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-09-01,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-01-14,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2015-09-29,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2016-10-22,17,Rs.510.00,Home Decor,,Wood
SLAGBT-01,2017-07-11,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2017-08-08,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2015-07-28,5,Rs.142.50,Home Decor,,Wood
SLAGBT-01,2015-07-18,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2017-04-17,8,Rs.240.00,Home Decor,,Wood
SLAGBT-01,2015-07-18,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2016-05-17,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-10-13,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2017-04-09,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2017-08-06,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2017-04-03,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-03-08,23,Rs.690.00,Home Decor,,Wood
SLAGBT-01,2016-07-29,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2016-08-17,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2015-10-11,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-10-31,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2015-10-17,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2015-07-19,2,Rs.60.00,Home Decor,,Wood
SLAGBT-01,2015-10-13,8,Rs.240.00,Home Decor,,Wood
SLAGBT-01,2015-01-11,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2016-10-13,7,Rs.210.00,Home Decor,,Wood
SLAGBT-01,2017-09-08,5,Rs.150.00,Home Decor,,Wood
SLAGBT-01,2015-02-08,1,Rs.30.00,Home Decor,,Wood
SLAGBT-01,2015-07-29,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2015-10-11,4,Rs.120.00,Home Decor,,Wood
SLAGBT-01,2016-10-01,10,Rs.300.00,Home Decor,,Wood
SLAGBT-01,2016-10-01,3,Rs.90.00,Home Decor,,Wood
SLAGBT-01,2016-10-22,30,Rs.900.00,Home Decor,,Wood
SLAGBT-01,2017-12-17,2,Rs.60.00,Home Decor,,Wood
